(19.170162960439686,-41.82412470457036)
(7.832341840868672,32.947110810728795)
(18.248799295252002,4.546375949201704)
(-58.994717017772466,0.5892139619014114)
(9.072053700560126,-29.10510715453534)
(-1.5389034148688716,-18.78489905959016)
(-3.486083738756635,3.5091252113649762)
(5.997493572153982,27.106000438181123)
(25.70692344837446,-29.342390334079266)
(-49.18829523816844,-5.01900340072659)
(-1.6553493717320298,30.779046966864016)
(-9.528787698703207,-41.52706979774689)
(41.787189154404174,11.042434483666103)
(40.360909551501216,0.0)
(-4.516673935124874,19.301584941632207)
(10.732627389775713,-5.550024214260558)
(-3.7706186940922515,0.8529986396123529)
(-27.62937304945355,10.74760867117016)
(-32.89402992423029,36.52979711758241)
(12.741706540969222,6.415977063683242)
(-14.41301972520349,-28.04498223304682)
(14.763856183740575,35.78601856883954)
(-52.727362392116625,2.992451396747348)
(29.18281324728011,-5.865375979034807)
(-50.62853312048318,-10.375442480391325)
(-50.5454540349143,0.0)
(-33.75760041195926,5.213933369043313)
(8.196677619301807,16.765567771203884)
(-54.96645320126276,-28.301663710917623)
(-15.896853043471907,-35.21548970393167)
(-1.1014084519305065,-13.740150121458996)
(5.379257068190561,30.45658421046015)
(3.9398772767381836,-8.40304261242818)
(-10.285632465670474,6.542097605158656)
(-5.056463295489973,-4.977714903995471)
(-1.1210344534265324,-3.764939329718764)
(-22.583249536339284,31.444113640779616)
(-10.955204256775462,-28.27651346802704)
(13.972766804263157,-14.842713016963703)
(-14.159663819477421,-6.72471281275359)
(21.635285111794587,-63.223266420768766)
(-31.82308190370117,18.51149691853586)
(7.045222658235964,-16.240306926041455)
(-12.062283666264232,-2.6886230371581004)
(-7.470912748029106,-0.8142887511945264)
(-2.26109302472428,-56.49252700157954)
(0.39568459886489016,-4.108003643631314)
(-14.799949775956222,-2.889267141446006)
(0.37185277243420856,-18.558151572514493)
(-22.0010625346323,-15.211539628421)
(21.90138711067767,0.5042902119564145)
(17.690174579456436,23.905874264180696)
(2.0969192118811417,0.0)
(-13.633079252933694,-5.575383229367193)
(-2.685316911329907,2.2336535279789533)
(-10.334162290359778,-22.768145920939272)
(-57.90190249102602,-13.726007950981101)
(-24.42577516595512,-1.4131623574115955)
(34.38324549238661,-17.017572309078382)
(-20.42404787472976,11.856952774194825)
(-2.05312171938506,-18.88712456570614)
(9.90319220099547,4.094231350670747)
(21.400937987805406,-28.450321427148715)
(29.148871297819863,17.540184781810773)
(-37.17721267835348,-29.52427099136307)
(8.437153202717463,-37.89987833773417)
(-24.568991076047038,-14.699078030915304)
(-52.112138242543786,-33.3139042315363)
(-31.938223204288427,38.315871610645374)
(21.06357447367102,-9.85591409020027)
(-13.67370083484655,-17.297491348516353)
(38.17504809723537,-15.398903945057278)
(-26.01326505308964,0.7942846520285478)
(-4.072029740323479,26.57484705715431)
(-0.2518532431465379,14.913567409994382)
(-0.6808460683045041,-6.892560313127232)
(-23.332091615607467,-15.476284818437113)
(-72.43594854697335,-1.659169408630781)
(-17.575153081532992,-2.1891344116505485)
(-1.4553062415800038,36.75939717879479)
(-45.50479773417187,-29.384756790742482)
(-23.73614970083295,-7.960749786316438)
(-2.734403052090158,-3.548593707286177)
(-18.960335163128025,-29.488464491794982)
(-24.271946713534483,-15.788707009031008)
(-22.15789784412438,-34.22238523067148)
(0.9341789687880735,-21.658032129263756)
(4.068976673982798,-12.987844494695256)
(-11.054446469104281,-0.9114580425132728)
(7.071031764634733,-1.0051506999495492)
(-14.352912490645808,10.940517022155358)
(-35.25355909006743,17.54765020995814)
(1.1092850202282318,-2.1294405069663975)
(-25.30510797167472,2.39497109356079)
(4.260718078600945,1.1117648646963036)
(-22.40915506527766,17.00906809248978)
(-5.226594560151429,-31.541421216187004)
(-45.62194549807008,-69.72517692470878)
(6.15632498070226,-1.5815179690747563)
(5.682092817535722,-34.16254324853484)
(26.403913318436558,-16.510255656201977)
(-54.93204576356621,2.424010964420079)
(-1.824672569488158,-8.981831927366269)
(4.056740985835453,-1.9773471582413409)
(-30.77081267642815,3.9790907257357007)
(26.726513854644864,14.973700461823224)
(13.572802555474256,-14.461653028808877)
(-26.57729959892382,14.471870719043306)
(25.436230425827613,23.936121139025424)
(-58.50307040730649,-2.1065788467507676)
(-1.1347800694042354,-15.699055105092151)
(-4.974623709942326,-4.012543116005954)
(24.615088985413312,-38.83808032313957)
(-14.660210569148957,24.655386028672932)
(-5.444603386502985,-22.41101153285781)
(-19.563316953626646,5.953886569856506)
(-56.12421585829211,9.005409028493855)
(29.475049457621985,-1.0111915019972784)
(-2.1139603727073717,10.871444963282281)
(-44.1403772607596,-22.707887412229024)
(-15.117003006258093,-53.71384049067059)
(-20.5445967162501,15.974110061653906)
(-9.084772936713085,-2.403344030110656)
(5.936681771613435,7.347990212846852)
(-23.84174126236472,-15.264212184074136)
(15.063803544549211,-11.101201208686991)
(-6.867242998086606,0.7794927932590463)
(1.0116770487339881,-17.191852077290882)
(11.526275223722301,4.066989404306796)
(-55.51765778272402,8.858119321172826)
(-28.518676819185185,-12.174993803308018)
(-16.140229227055293,-34.081262610626304)
(4.253292788104088,44.254060585292066)
(19.649062618168035,-11.525533260270977)
(-5.181240633201661,-34.61805949545419)
(0.4376024827805486,-31.304314129108704)
(-8.414142339073742,-9.424296489494955)
(-46.104273464727534,31.474624032657797)
(3.0512305260278927,-17.505402201696253)
(0.25883888203333316,-18.50829759508258)
(-32.576925432469416,-9.724679618624382)
(28.842239629629542,-27.373425763840764)
(-9.054560592089347,11.369250023438845)
(-1.0476199493383183,-25.149363445669607)
(23.057834408351056,-23.879146868438596)
(6.393560805472607,-4.500048180896437)
(-34.55534238990972,-15.771242376976856)
(-17.948693198844403,-42.719327378412224)
(-51.76701333004999,-33.270129584004145)
(30.569644709241135,-23.692214424651254)
(-38.014721724187154,8.194471082211768)
(-6.053533657173614,-36.14624534392368)
(-34.84619171546676,-47.987063742175756)
(-11.132320036826247,25.726764504847733)
(5.452739523415618,-13.058876696356487)
(-39.43856650451702,26.326898472348343)
(-17.216725713115903,-55.78787404365032)
(-65.20603488167241,0.6563446770025709)
(-46.87248255579199,-15.962815764423995)
(-1.8045694744726724,-12.16699396241288)
(23.91910586604427,26.901882837467877)
(4.668643043740851,-2.8384757481854397)
(-2.3696235677799407,-3.5313580659280523)
(3.405833316248069,2.7624306527130704)
(-33.13809298601496,0.19519172340199908)
(13.756044654874986,-28.98185612235215)
(12.534489064643697,-29.206344534076308)
(-13.1368390320242,-5.477888156148014)
(-33.806381341813314,-4.593927499545339)
(-43.430104148134035,-5.3176910811207545)
(-23.857217980237323,-31.314970669803206)
(-50.99068762292535,-29.660139200522963)
(-0.923257390702183,-2.999562198069925)
(-41.90281120139244,15.039589193994136)
(18.41223070179502,-7.3333741537820085)
(-50.58057233280534,-18.705314734665762)
(35.299194830100014,-0.08694015994774396)
(-21.88317291283013,-3.7931307981912274)
(3.882939100258369,-20.776763660183427)
(17.420377239173245,-0.8497250858038666)
(-25.836633118698444,-47.17135234510514)
(3.9590349481280462,-46.87399484291715)
(-56.00958011412741,32.647649735547205)
(-43.2506799236962,-33.96971674362931)
(19.669842099657718,8.126842448162813)
(13.728518794407224,-7.765093745533682)
(3.3263026148000607,-1.2802582967761924)
(-39.520441688735716,21.67934969910322)
(-0.6501105082235173,13.810558904653911)
(40.0168054922783,24.24462536700084)
(-4.6889744494328145,22.206871851797644)
(25.877684609752965,-25.306647638888634)
(8.530560139915828,0.0708661802765066)
(3.4701699397142347,-46.442266689080306)
(7.729880784021567,-29.54854558073294)
(-5.672631096003218,3.5800084303533963)
(-38.98419824973673,35.31997454455947)
(23.131100600819746,-0.3955307511899472)
(2.1840923481202115,-43.3638413984525)
(2.479111629182004,8.641380137038896)
(22.339913394812154,-2.5924503128874195)
(-21.491667388512692,-20.466327935972213)
(-0.19538175793424117,2.7280633884772785)
(-9.907185594265066,-54.17726155352665)
(-23.560334143176224,15.679955292197082)
(-27.716669814258903,11.317056365774139)
(-25.116090062164492,-39.99799524878277)
(-33.17833971691819,11.999340925332705)
(5.826901216254163,-5.342300996906141)
(9.149123946947471,-42.826981939981245)
(-40.83412659040724,-28.84347433225404)
(-23.039762981659948,-18.589083787835193)
(15.074629951935872,-2.162875160290933)
(-30.735524094909586,12.694591898983592)
(-13.846881783333805,0.9761833993544675)
(39.62339327540804,10.506762254422883)
(2.1676961438820017,-34.83905460208662)
(34.04228245096866,-45.112010953268296)
(23.042497566805526,-16.899531579735417)
(34.72789588181985,-16.156032592956873)
(17.508657838495385,-12.698860136328214)
(13.798235789213187,-14.347101729198219)
(2.6020604479358185,-26.891051554912917)
(-2.879960298642596,6.113737253877279)
(-24.430404734933457,-1.3705405485468918)
(-4.131752433634482,-5.706483195616428)
(18.548763174361845,-1.3325881667933936)
(-4.863265997182021,-5.764935527522171)
(6.800503683083988,-9.756950610841733)
(-1.119117881479839,-0.2387206988586561)
(-5.013455751814666,-3.3657604183032537)
(-4.47749074184746,-5.391195513022997)
(-12.310210441331213,-63.04100171477955)
(-21.607515662245188,-29.292741849758443)
(25.406641487542476,-17.735186145309186)
(26.871721001874807,1.4613793764463483)
(-14.769270377776817,-25.483356673211915)
(-8.687565407603262,17.860988056013408)
(-3.7736366069639846,-22.673798436967306)
(-6.4151888196306555,-31.875143210009185)
(-74.31380204933545,40.34627380418651)
(1.7485150485266467,-27.436778721999623)
(2.390160652656994,-30.08768474632153)
(7.244190936935739,-24.90123462375785)
(9.148880553662986,-1.8683672454451372)
(-9.043503941980418,20.93414952681972)
(-42.047321532997834,-23.426414177700615)
(-4.274515282805613,-33.76579302672455)
(16.412690661030584,-19.505275582220033)
(38.096750163646384,-9.004082184029448)
(0.8598250954842945,30.56411626164713)
(29.4084803733505,-43.622532237110185)
(1.320204112341191,-5.82286250190597)
(-6.607245127481308,-12.875016444594337)
(-0.6471794950800074,-10.302352180134283)
(-0.40446772501651207,0.2276918806246131)
(4.798630179517928,-12.204239233898749)
(-43.016175389685074,-20.508273571138517)
(20.134382691827327,-2.8726216718253546)
(5.575661427329515,-20.534746303091442)
(6.601293529552058,-8.92132391413063)
(-25.77868428132638,5.618561176794552)
(30.325039923361086,4.257255271496862)
(-33.834408223275894,37.18967235952647)
(-74.28816400946982,-6.417832579444764)
(-11.764261173747464,1.5190363156401963)
(12.699047411877716,14.1296980048541)
(3.151860268541121,-16.3454125636692)
(-18.81709026016675,-29.194874127796766)
(-9.080082365895262,3.5431575350051143)
(25.7153954360507,-11.884060856088023)
(-40.05067662506853,-5.031785176722153)
(-29.254590419218946,-1.2624699773073238)
(-49.179147976603446,-69.7514917965094)
(-41.9532816191079,5.006635123964335)
(-4.663587079725471,18.831112609938952)
(-18.888548509680877,-48.40180897888696)
(-11.552094866632943,-2.8225276630388634)
(9.405000399335295,7.4065240994286015)
(-2.2848225822471093,-38.17507481496358)
(28.290529071211598,-2.5390114559691703)
(11.021392004394114,-28.882695896543776)
(-1.3799659850366939,-12.765983754289039)
(-1.6695378894219812,-9.297408838248002)
(-55.55355680792486,25.566783883463902)
(3.892298113300509,-8.133950680703766)
(-27.658044805955644,-17.33355090297089)
(10.420518392069974,-11.929621000356116)
(-28.895079172422015,-63.437786940561246)
(-10.264809830444301,2.4714442456055252)
(32.28239917207206,21.051103304830608)
(2.04506577494529,-19.16573490357187)
(-24.88845840910876,-5.888707706667557)
(-47.31730755491112,-1.3307873732540423)
(-8.527583862139641,-66.85241073220759)
(-19.255380283424305,-16.117178584000282)
(-45.580810841425865,-3.1883124636237454)
(-15.131593523319296,13.622227007517312)
(24.23411543861349,7.675729317404009)
(2.27059988864138,31.335162566968773)
(2.7582049957576187,15.24290418377765)
(2.0560506404026793,4.5327286387287815)
(-3.978117389537974,3.0276375594777543)
(33.16289482738867,-11.131492682093464)
(-26.552838684731004,5.733061965136954)
(-33.856591866981674,-13.95472529899169)
(-5.994414225245665,-2.48733656438721)
(-19.22742087581205,-45.12081095928581)
(-1.1929318641056106,7.487123864936904)
(-28.967819807240584,20.416924846231982)
(-55.377021450790245,-70.37730362632492)
(-4.520521255520109,-28.61395932072317)
(-5.3547231344770605,-1.2193943250306356)
(-24.36024206505422,9.947661306682813)
(9.527864231812796,0.7334909675843704)
(-2.2991523219422816,32.490274603744844)
(0.7292286717883947,-1.9351646390292876)
(-3.5926662594578684,26.30273574893891)
(10.300974041742359,-8.572758470300805)
(-1.5036803317126117,-10.40089876834557)
(5.871104926553148,-62.90934824906288)
(-0.9080306563299003,-74.63804716829765)
(14.478284089306301,-63.814579034264234)
(-24.744781925815058,-9.4674286366629)
(-12.843100619546798,-40.614890745795215)
(-12.808186757562089,-50.43075426053017)
(-55.94023814408385,18.665963993448262)
(-61.76625154226299,-36.0709739881923)
(-4.200321241063819,-13.703422466834141)
(-4.557570852159962,-13.866000565669415)
(-1.441617539065558,-59.1728474547833)
(-34.41577592855128,2.7994330663641684)
(-28.547607544153152,-26.64134524125479)
(-17.147438719855653,-0.7081626195317441)
(0.09208777612000474,-6.676737027394754)
(-15.895566344378416,-8.677150720856472)
(3.2059424843024455,7.9045898377636545)
(-0.7909221310466094,6.434065550862856)
(11.286055296030172,23.503395253450325)
(-20.439023008412555,10.807414846136105)
(11.636584279027701,-53.78338813006723)
(16.849041706569345,-9.670245395570115)
(-1.880744479588607,-55.238932008302264)
(-25.31840361338714,-13.955939650518355)
(33.40613139655125,-39.01310233391067)
(15.394518322813312,-1.917127661288998)
(-14.504956231919245,1.2354419350431627)
(0.4657978041758115,-54.39791596872758)
(-13.62084895102928,-66.43832754547556)
(-60.83681035562754,-0.9836843353890409)
(24.37572028274098,-5.285535123789721)
(2.5408255823407413,1.7515040124471974)
(18.18933173525339,-0.7622177750287852)
(-10.817544883265082,7.874587233767927)
(-0.8677131960993467,20.39162009236567)
(21.16728504169172,-27.00288041185825)
(-44.49900744029236,-10.944642253480053)
(10.94206186869054,-29.99435589255767)
(-16.146445757646077,-1.606572364757661)
(-6.284147341611559,-7.940664986800967)
(-15.842334893802265,-70.35117716376904)
(8.099594996602807,-8.528143359652107)
(-3.5902933922449023,-32.077907293450316)
(-35.145779411351,-43.55202048951268)
(15.030830308019842,-19.443225551229105)
(-13.59899426955702,-0.0829987753664696)
(-0.36685735502850214,-12.075115469102585)
(-12.319146107294925,17.45329162919505)
(-6.9753479679218025,-14.987074395561416)
(-9.941225230684527,3.5844004581575803)
(19.91036756163046,-31.16128629059864)
(-27.808966912173695,-0.08006683907599599)
(-57.447232845817574,-17.484936801780155)
(-5.235592273229799,-18.655337207635032)
(1.2275861196533753,-0.2615063568614886)
(-13.057240476127154,1.6088435646525923)
(-11.77833613203385,14.617982184036649)
(13.199465422972343,-68.09147536987598)
(-62.3089417573761,6.0276243040785324)
(0.5188971208854021,13.19604712450391)
(-40.01533768354593,2.4528743255515986)
(-4.6278588961217295,-26.53905891856215)
(20.40373793015998,12.044554116029245)
(5.849721173524542,44.557645593815806)
(-4.005894611572325,-21.191469746079626)
(-5.16043283709257,-14.079765324136737)
(3.621256582089909,-0.853604155828406)
(15.183171150315294,12.525425887836548)
(2.0083375294824473,-45.26766267651628)
(-6.586500649807402,-54.13943400944173)
(32.60308790992885,9.74476434000812)
(-48.53560348894306,15.32827075736453)
(-37.09754969981642,14.47607137919095)
(9.17779736503916,-3.4489091979167905)
(6.0115976291012405,-9.637502251169394)
(-13.962842137477182,1.1545403727828762)
(-11.195986099857635,-16.82745178863016)
(-7.406457178610276,-58.317891418910015)
(3.608109396659826,-59.75976346039395)
(40.538231172152166,-49.31403086383974)
(-16.568344862439194,-8.058606175883996)
(-33.40170894730583,-8.063084010459516)
(-1.7754207958076393,-40.71356264445839)
(-63.711946003122335,-39.55206627075952)
(0.2963165827115546,22.49557028684652)
(-46.79133737914732,-15.526903113748448)
(-26.94787437228335,-51.89836623700859)
(-17.1067822321133,-40.72070270982579)
(-5.670722741712677,-51.137703086476115)
(-1.0280422485729614,0.0)
(-65.29335906384509,-28.841440727004688)
(-25.79885238830201,14.09429957030432)
(-65.01133966548272,37.85158364451905)
(-22.60797162595531,9.81430523082074)
(-48.48398636451956,3.3612337910120385)
(-0.5205703524527284,6.77588184616038)
(-6.047765472552548,0.9702577005595684)
(3.0361784957310567,-2.3071610754218024)
(-65.81564994732771,-5.533203034698567)
(-62.33512886482942,2.517328134122983)
(-5.190593615836946,-34.81213073348975)
(0.3887466910977452,-27.22880824346771)
(-34.809863883859016,-54.33482604371358)
(10.663831644488189,-3.088316814386247)
(-48.06199080704867,14.846118516077828)
(-9.074738341886462,-3.0428379768477916)
(26.79482957954911,7.603022444174848)
(-3.330508880103361,22.174788747242747)
(17.92942396969106,3.224715275487192)
(-17.0320024804964,-31.153239546903603)
(5.261203783913571,-8.11637350373951)
(-1.7218667495188844,-1.2572004074513565)
(-22.74908677391732,-36.16691898110158)
(11.680780504901103,1.164686447690741)
(7.815419248528875,4.8269903116816035)
(2.1511725225751612,-13.785749188589154)
(0.0,-14.834233360855235)
(-5.488069919947499,19.82293998502932)
(23.80751938772339,-24.833102082708482)
(-4.418034465301349,-51.668934819577075)
(28.94841595889377,-15.383084713302415)
(6.941760230065309,23.015189244737325)
(-4.086235751730134,-34.569518972944216)
(2.4008554896492456,-24.917364315529227)
(-24.653845862830487,-14.902936315850294)
(-4.154440456115069,-16.810153017359244)
(-7.4133877193222695,13.867214193868392)
(2.6687719491997033,18.269774739529097)
(-2.809867941483338,27.597508367224574)
(14.906070772651729,0.0)
(-15.371755582151032,4.196095213215968)
(-1.3191602412677903,-23.348296947055644)
(-39.676280564378196,8.161310288722394)
(12.471182411215942,-15.188902362618158)
(-12.33816083944918,-2.7242579885743705)
(4.661252503847461,22.131777392168956)
(13.126052343724988,3.5741723165528336)
(14.96015671672634,-3.222317573281077)
(1.0861284282408583,25.383335412302287)
(16.37559274431681,16.182277612539448)
(-4.140295600991811,-1.2652222369769515)
(-21.61565783387139,39.52330774361114)
(-6.518714155341499,3.478164548908576)
(1.4227507840637714,-0.17783090528987278)
(-6.1541375527933,-1.9314586806550202)
(-15.706558717970495,0.5352612942295248)
(2.996497728333122,-3.8659115715783914)
(19.025223025851954,9.823855429946775)
(-33.904829307735305,19.655387197889755)
(-1.7326172557095176,-5.265015878839981)
(-14.524481088640913,29.82409463100943)
(-1.1344216980485298,2.948280904833788)
(-20.01406946106817,0.4305228951596305)
(-47.03364991968154,-4.421734047315526)
(4.662646977614758,20.275948066152857)
(-9.078716783982795,9.703295860934677)
(0.0,-53.8390534266167)
(1.8457098769587184,-5.350364535925211)
(9.421394070155678,-14.650296309776703)
(-0.2811299438810688,-13.430954462315036)
(1.5548543203046072,22.423447306610583)
(-21.840097588792975,-69.60295888539105)
(31.14446315271774,9.499074199482799)
(-12.901433938989724,-50.445253870444574)
(20.110131189682768,-10.668416109637175)
(-29.52491502997988,-10.992964585944527)
(-6.8677296796991865,-1.3374659173076662)
(-3.0044404756582335,18.197669162498922)
(-29.020161310178594,-57.57794826618566)
(-0.9073875319489391,-3.0310077532686543)
(1.88707526496508,-9.778814416342318)
(-36.78544674569332,-9.710441070696302)
(-61.76595860067478,-2.4677436407321065)
(2.787159300576059,-30.928444821411762)
(-21.741305058901876,-10.087280778211136)
(8.619089176089533,-0.43191219321450347)
(-6.902659235075019,1.27629631472865)
(-57.11081006928546,-22.245553670611102)
(-4.741043192344889,-23.084735368285884)
(8.967589821849806,0.47630874023808467)
(-2.140661991653874,13.807627631468666)
(-20.81009458345064,-61.516219084634635)
(-34.38798037375225,-0.05552688402099659)
(-0.7858326310103775,25.664822884149185)
(-22.69792093038629,-36.75918315427217)
(-3.3834155108986996,6.3419013676448515)
(-5.738213821037399,-65.380990755101)
(-6.391360269178822,-2.119630507206867)
(-33.47653876975126,-0.3570942946959361)
(-43.08464812070742,1.836721839180674)
(8.721023610911246,-59.27716980456404)
(-34.06101205410695,-0.7498967537312452)
(-27.685540722844895,-69.98324591918947)
(-18.42656235193483,-27.826992530281114)
(38.44310560284316,18.209505352620965)
(-2.2154291709687097,-24.002173473321267)
(-11.737000130510056,-7.534252635055509)
(5.273127831308183,-7.768781199143983)
(17.733350427091786,17.745076639738095)
(-16.459069889112158,-27.75585895520811)
(-17.683866365882317,-61.86801617718179)
(-52.79556313293048,-23.905858759723692)
(12.730129146790858,-15.557794970173418)
(1.8518807774818598,1.0426342634728527)
(-17.049034789294474,1.6333104751609566)
(-3.6982246816171016,34.96975417605922)
(-39.575636660942735,-17.743526980405772)
(-3.026958068924351,-17.22120793920903)
(-62.18867216159712,16.927208547667195)
(0.5261456897549937,-23.379656307768194)
(13.671648322967066,-25.258151337326908)
(-5.022235468569005,5.00691568879996)
(-22.423283857095015,-2.484821737742132)
(-9.79339987285704,8.2484979202548)
(11.199994899259014,-5.100087974202522)
(41.83049851238183,-11.469210164839168)
(-1.150480876210093,-23.87488759790964)
(-0.21269485152546064,11.810270731504371)
(-36.12257838730346,-18.4072889400418)
(-34.04123758541647,-2.982042494031176)
(-61.07337251116118,-8.371903501915902)
(-61.6685045679622,-23.713295473578878)
(-8.653677664850298,-0.6205450630858032)
(5.032580965716968,2.9575976087967835)
(20.278352867717985,5.684461134533957)
(-4.05106855148922,-9.084936001665659)
(12.461351708576657,-33.24058888337086)
(7.6251869703642825,6.890269017424608)
(-18.02407038320714,-6.277892304693577)
(-4.539510075749147,-14.310335657242767)
(7.588064407559171,2.6397591714343553)
(25.93215823944655,-5.036137890362966)
(-44.55574426944398,10.37444555715393)
(-5.011906831887927,-4.896103364429382)
(35.64563637519595,-13.669571520419048)
(4.597284971897394,-4.517140770179238)
(6.621826344953671,0.21953323127687618)
(-20.549292608108523,-1.2299364703110651)
(-37.740605852561686,-1.7229561223013086)
(-6.999832291013541,3.2357653659956696)
(19.431758953033807,-28.842358237831103)
(18.630829046540395,-42.609113875999995)
(-43.66799458472353,-11.54099404145462)
(23.25522776409221,4.335013045429034)
(2.5199114111366643,-0.201423182184588)
(-5.640211953615698,3.1799749690149506)
(6.439732523785516,20.112025296130334)
(-2.672330735642309,-2.4282721473754423)
(-32.61697955915373,-22.68443740930417)
(-0.27619258769098565,-4.2717810078874034)
(-5.25978755574754,-50.44261335007449)
(-2.079393315875421,-7.726383033061898)
(-17.951393109591354,-9.563298123877068)
(7.539382629023193,-59.64933509033878)
(-40.185012625932586,39.95375658001494)
(0.0,-60.78681063666306)
(-61.84498647546061,-54.61205939657297)
(-6.629398143031972,23.54145070455625)
(-4.615954186953947,0.0)
(46.5517816509698,-46.89498832779532)
(6.776701911377726,5.12077144723946)
(-5.448538900177621,-8.3451470465746)
(-26.514430737751713,-27.626964675663658)
(-19.772692642024158,-17.954502569028108)
(-22.8668048778625,-40.41452592359282)
(-30.40609679260142,-24.053821758241696)
(7.893059394758392,24.045109622054767)
(-20.6945066626596,-7.258990348166071)
(-34.2028362994472,-14.058229878871058)
(2.5631488652718337,15.068838485932709)
(-16.839286125125792,-25.12757880467373)
(-8.398526833623096,-11.492190301315263)
(-9.820339014878193,-30.48853471015479)
(-15.468393275396899,-5.707020749168097)
(-44.92389077646829,-3.110711312254381)
(-4.4540126920616885,-0.7551639981594371)
(-6.967364694529136,-7.668850719237898)
(-2.695832785367478,-29.121018409856248)
(8.208874870709261,0.16933632669753695)
(-19.651754412658118,-0.9365620814345421)
(-17.296314728710847,4.0786506849566315)
(-34.00184095859408,-16.16834418963877)
(16.09952768454962,-1.5491445681603686)
(-3.0572142805873,-13.86310094060361)
(31.411590647887643,-11.64912417098045)
(-23.4452609936265,38.80209000462484)
(-2.5010933490156724,-10.513127374561396)
(-15.326667053881472,0.5869393834219535)
(5.3506412636276774,-51.8282130971977)
(-1.0531990508837406,-23.811820624574633)
(2.46252567006174,-24.72101315274658)
(-3.4643707785350264,-4.843235654085798)
(-27.123070697682042,-12.160471824713527)
(-0.013200627232798245,2.5448222356162087)
(-3.6206867165724734,-7.624346018250611)
(20.92456629305581,23.661017619130273)
(1.9757763874394065,-40.15920251841621)
(11.874018384543552,0.05619748123290225)
(-3.9553204431259634,5.507593966878643)
(-8.175811447736614,14.118370600021638)
(-35.57107598060227,-38.56046537046486)
(-24.848712075928884,-0.09423297355788396)
(-9.600245379966555,-74.7694300756949)
(6.433382594019536,22.610879528382977)
(3.4019024946783016,2.834890642703619)
(-0.8761253047430093,-44.70789892993383)
(32.03534977133932,-4.301629392834074)
(19.95044634033682,-0.06622275368802022)
(0.0,-46.59520096388747)
(-12.377202197180038,-27.173054212693227)
(-3.5889369416116574,-3.8728200278424922)
(-16.797604461777492,-5.107331402852779)
(18.76732386742025,31.644271787520267)
(1.900052180504521,-3.0504780405850536)
(-5.0951387246238244,33.586832228398)
(-6.752392072958722,34.779611956430315)
(-29.6120881659329,11.149977464253354)
(1.1039346189390535,-16.984425413461572)
(12.968643765646966,30.0749789212917)
(-0.22052361844395563,17.4650759120095)
(11.467384939312751,0.5058052839602225)
(-29.000997686227713,10.261448173508356)
(-49.276131530962644,-15.780316452775814)
(-3.721902751042796,-12.983071164332863)
(-21.74358935378359,-3.9135144198877163)
(-29.685564996826486,-10.479105130771366)
(19.013990854718905,-10.040459456487064)
(-31.686101916143645,8.6072727264314)
(25.66002386654529,-20.568689573219388)
(7.63917837486405,1.6859429630615042)
(-2.294233851012917,-51.319277756597714)
(12.322528520522775,15.900631714335884)
(-20.005082881424354,46.8830016039529)
(8.884046908497972,27.250128787893367)
(-5.109959297916101,43.744399419505925)
(2.273957043377967,-62.090098474647526)
(-10.396546603717916,-9.672650039557814)
(-2.6557378671116156,21.49368717136374)
(-6.234947752537484,20.01430217056055)
(21.46936912185741,-3.5546557049976646)
(-76.16892164556046,0.0)
(22.8956182441602,4.897044335068617)
(-17.12086625806881,29.253073195754897)
(14.38528693043096,4.9895214516919)
(19.17873782608305,-43.285873914302734)
(6.872182291121643,-38.0722690753393)
(-16.88576673420102,1.9566031233780379)
(1.5681938948641907,1.640976826677301)
(3.0903925552436062,1.4779353092852832)
(-5.118817060162613,-19.032330484535784)
(4.83566806074215,-9.924676306423681)
(-32.52193956108619,4.859788859543537)
(2.3007866354159514,-0.6305186181054288)
(6.690308638405243,-37.01374605864876)
(-68.53790915474781,-28.41082302091381)
(4.3221831654280525,-38.13043105283401)
(-20.997675078792224,-3.087502341723661)
(1.4358122263867272,10.2004700452148)
(-56.62179594699496,-28.740688109164658)
(1.8894235168361533,15.596230796166692)
(3.014550157205734,-2.1750144858744953)
(-68.05551798902943,-24.330706721000965)
(-38.97111883312344,-22.43397115673829)
(-5.135577065952711,0.9417423724778261)
(-6.042759973783824,-20.858181046568816)
(-10.331883736357595,-12.062574082043945)
(-1.1055086037379347,11.411569764257269)
(-5.578186230877858,-60.42235942263362)
(3.0324959263028917,-35.33624809655225)
(-0.4180386671118047,19.380639981377374)
(-32.67137892865303,-8.074502174816297)
(-50.37381833976638,19.09411005831435)
(-43.32360277003475,-51.22778645184616)
(11.928960955353011,1.7653837543582802)
(-45.94687432514214,-13.47677902062825)
(-5.361679095506505,3.35683807321245)
(-19.752982966677493,-23.455649957710385)
(-17.952496360600843,15.802647123997271)
(36.36636076157537,34.863942027015675)
(3.9959152241780638,2.0479419865468147)
(24.87719664452035,13.945853163795634)
(3.0794567678053766,-38.37339323221812)
(-2.838958450995732,-10.477487601857348)
(7.797100166636838,-15.847689565553626)
(-12.384950220071438,-15.030742191861187)
(11.584627775988551,-17.171478135146245)
(-5.579844699634149,2.142744645937989)
(-10.752367562862794,-27.106623271349)
(2.2532073292366084,-46.78225434372029)
(-4.015997480623074,-44.781637163656654)
(-78.32802395392702,-45.68638388506844)
(-1.9290357607620943,13.102997084125636)
(-21.005894881054978,0.08981164811048203)
(-16.791875755704258,-25.080070299229583)
(-6.085148074210569,-53.45276757719598)
